"","name","player_id","team_2021","Position","Age","Game_played","Game_started","MP","FG","FGA","FGpct","X3P","X3PA","X3Ppct","X2P","X2PA","X2Ppct","FT","FTA","FTpct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TSpct","X3PAr","FTr","ORBpct","DRBpct","TRBpct","ASTpct","STLpct","BLKpct","TOVpct","USGpct","OWS","DWS","WS","WSper48","OBPM","DBPM","BPM","VORP","salary","team_2022","Weight","Height"
"255","Markelle Fultz","fultzma01","ORL","PG",23,18,3,20,4.6,9.7,0.474,0.2,0.9,0.235,4.4,8.8,0.5,1.4,1.7,0.806,0.2,2.5,2.7,5.5,1.1,0.3,2.2,1.2,10.8,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,0,0.4,0.4,0.053,-0.1,0.4,0.2,0.2,16500000,"ORL",209,76
"256","Marko Simonovic","simonma01","CHI","C",22,9,0,3.9,0.4,1.7,0.267,0.1,0.6,0.2,0.3,1.1,0.3,0.9,1.2,0.727,0.6,0.6,1.1,0,0.1,0.1,0.2,0.7,1.9,10.2,0.428,0.333,0.733,16.2,16,16.1,0,1.4,2.5,9.2,27.5,0,0,0,-0.011,-6.1,-5,-11.1,-0.1,1563518,"CHI",220,83
"257","Marquese Chriss","chrisma01","DAL","PF",24,34,0,10.2,1.8,3.9,0.463,0.2,0.7,0.32,1.6,3.2,0.495,0.6,1,0.667,1,2.1,3,0.5,0.4,0.4,0.5,1.9,4.5,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,0.108,-3.8,0,-3.8,-0.2,2193920,"HOU",240,81
"258","Marvin Bagley III","baglema01","TOT","PF",22,48,25,23.9,4.7,9.3,0.504,0.5,2,0.237,4.2,7.3,0.579,1.4,2.1,0.663,2.2,4.9,7,0.8,0.5,0.4,0.8,1.9,11.3,15.7,0.551,0.217,0.226,9.7,22.6,16,5.2,0.9,1.4,7.4,19.8,1.2,0.9,2,0.085,-0.5,-1.8,-2.3,-0.1,12500000,"DET",235,83
"259","Mason Plumlee","plumlma01","CHO","C",31,73,73,24.6,2.8,4.4,0.641,0,0,0,2.8,4.4,0.645,0.9,2.3,0.392,2.4,5.3,7.7,3.1,0.8,0.7,1.4,3.1,6.5,14.7,0.603,0.006,0.534,10.2,23.3,16.7,16.4,1.6,2.7,20.2,11.7,2.7,2,4.7,0.127,-1.5,1.5,0,0.9,8525000,"CHO",254,83
"260","Matisse Thybulle","thybuma01","PHI","SG",24,66,50,25.5,2.3,4.5,0.5,0.7,2.2,0.313,1.6,2.4,0.673,0.5,0.7,0.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7,11.2,0.594,0.48,0.143,2.8,7.1,5,6.1,3.4,3.8,10.9,9.5,1.2,2.5,3.7,0.107,-2.2,3.3,1.1,1.3,4379527,"PHI",201,77
"261","Maurice Harkless","harklma01","SAC","SF",28,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,7.7,0.561,0.558,0.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,-0.1,0.6,0.5,0.026,-3.7,0.4,-3.3,-0.3,4564980,"ATL",220,79
"262","Max Strus","strusma01","MIA","SF",25,68,16,23.3,3.7,8.3,0.441,2.7,6.5,0.41,1,1.8,0.557,0.6,0.8,0.792,0.4,2.6,3,1.4,0.4,0.2,0.8,1.7,10.6,12.7,0.614,0.784,0.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,2,1.7,3.6,0.11,1.4,-0.4,0.9,1.2,1815677,"MIA",215,77
"263","Maxi Kleber","klebima01","DAL","PF",30,59,21,24.6,2.4,6,0.398,1.4,4.3,0.325,1,1.7,0.586,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1,0.8,2.3,7,11,0.537,0.72,0.184,5.4,21.5,13.4,6.5,1,3.6,10.9,13.3,0.7,2.3,3,0.098,-1.6,1.2,-0.4,0.6,9e+06,"DAL",240,82
"264","Michael Porter Jr.","portemi01","DEN","SF",23,9,9,29.4,4.1,11.4,0.359,1.1,5.3,0.208,3,6.1,0.491,0.6,1,0.556,1,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,7.5,0.416,0.466,0.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,-0.5,0.3,-0.2,-0.032,-3.9,0.5,-3.5,-0.1,29750000,"DEN",218,82
"265","Mikal Bridges","bridgmi01","PHO","SF",25,82,82,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,14.4,0.627,0.364,0.183,2.9,10,6.5,8.7,1.6,1.1,6.8,15,5.2,3.7,8.9,0.15,0.5,1.1,1.6,2.6,20089286,"PHO",209,78
"266","Mike Conley","conlemi01","UTA","PG",34,72,72,28.6,4.8,11,0.435,2.3,5.8,0.408,2.4,5.2,0.464,1.8,2.3,0.796,0.7,2.4,3,5.3,1.3,0.3,1.7,2,13.7,17.2,0.572,0.523,0.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,4.4,2.3,6.7,0.157,2.4,0.7,3.1,2.7,22680000,"UTA",175,73
"267","Mike Muscala","muscami01","OKC","C",30,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1,2,0.506,1.1,1.3,0.842,0.5,2.5,3,0.5,0.4,0.6,0.3,1.3,8,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,0.17,3.8,1.2,5,1.1,3500000,"OKC",240,82
"268","Miles McBride","mcbrimi01","NYK","PG",21,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1,0.375,0.2,0.3,0.667,0.1,1,1.1,1,0.4,0,0.1,1.1,2.2,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1,-4.5,-0.2,1563518,"NYK",195,73
"269","Mitchell Robinson","robinmi01","NYK","C",23,72,62,25.7,3.6,4.8,0.761,0,0,0,3.6,4.8,0.761,1.2,2.5,0.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,20.7,0.722,0,0.528,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,5.3,3.2,8.5,0.221,1,1.2,2.2,2,13392857,"NYK",240,84
"270","Mo Bamba","bambamo01","ORL","C",23,71,69,25.7,4.2,8.7,0.48,1.5,4,0.381,2.7,4.7,0.563,0.8,1,0.781,2.1,6,8.1,1.2,0.5,1.7,1.1,2.6,10.6,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1,5.9,10.6,17.2,1.8,2.7,4.5,0.118,-0.2,0.9,0.7,1.2,10300000,"ORL",231,84
"271","Monte Morris","morrimo01","DEN","PG",26,75,74,29.9,5,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,1,1.1,0.869,0.4,2.7,3,4.4,0.7,0.2,1,1.2,12.6,14.7,0.583,0.406,0.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0,1.1,9125000,"WAS",183,74
"272","Moritz Wagner","wagnemo01","ORL","C",24,63,3,15.2,3.1,6.3,0.497,1,3.2,0.328,2.1,3.1,0.672,1.7,2,0.806,0.7,3,3.7,1.4,0.3,0.2,0.9,2,9,18.1,0.623,0.508,0.326,4.6,21,12.8,15.4,1,1.2,11,22.9,1.8,1,2.8,0.138,1.5,0.1,1.6,0.9,1878720,"ORL",245,83
"273","Moses Brown","brownmo01","TOT","C",22,40,6,8.6,1.6,2.7,0.593,0,0,0,1.6,2.7,0.593,1.1,1.8,0.597,1,2.4,3.4,0,0.2,0.4,0.5,1.3,4.3,18.5,0.612,0,0.667,12.7,30.5,21.7,0.4,1,4.2,12.5,20.7,0.5,0.7,1.2,0.16,-2.4,-0.9,-3.3,-0.1,1902133,"LAC",245,86
"274","Moses Moody","moodymo01","GSW","SG",19,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,10.5,0.573,0.601,0.197,3.2,11,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,0.101,-1.4,-1.1,-2.5,-0.1,3740160,"GSW",211,77
"275","Myles Turner","turnemy01","IND","C",25,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5,0.662,1.9,2.5,0.752,1.5,5.5,7.1,1,0.7,2.8,1.3,2.8,12.9,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,0.12,0.1,1.4,1.4,1.1,17500000,"IND",250,83
"276","Naji Marshall","marshna01","NOP","SF",24,55,4,13.4,2,4.9,0.405,0.4,1.9,0.2,1.6,3,0.537,1.3,1.7,0.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,12.3,0.505,0.39,0.346,5.6,16,10.7,12.3,2.2,1,12.9,20.8,0,0.7,0.8,0.05,-2.7,-0.5,-3.2,-0.2,1782621,"NOP",220,79
"277","Nassir Little","littlna01","POR","SF",21,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1,2,9.8,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,0.076,-0.9,-0.6,-1.4,0.2,4171548,"POR",220,77
"278","Naz Reid","reidna01","MIN","C",22,77,6,15.8,3,6.2,0.489,0.7,2.2,0.343,2.3,4,0.568,1.5,1.9,0.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3,17.2,0.588,0.349,0.313,8.8,18,13.3,8.7,1.6,5.6,13.2,21.4,1.5,1.6,3.2,0.125,-0.5,0.5,0,0.6,1930681,"MIN",264,81
"279","Nerlens Noel","noelne01","NYK","C",27,25,11,22.5,1.3,2.4,0.533,0,0.1,0,1.3,2.3,0.561,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,11.8,0.581,0.05,0.5,9,18.1,13.5,5.7,2.7,5.4,21.5,7.3,0.4,1,1.5,0.128,-3.1,3.3,0.3,0.3,9240000,"DET",220,83
"280","Nic Claxton","claxtni01","BRK","C",22,47,19,20.7,3.8,5.6,0.674,0,0,0,3.8,5.6,0.674,1.1,2,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,18.6,0.672,0,0.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,2.3,1.2,3.5,0.171,0.3,0.2,0.5,0.6,8500000,"BRK",215,83
"281","Nick Richards","richani01","CHO","C",24,50,5,7.3,1.2,1.8,0.667,0,0,0,1.2,1.8,0.667,0.6,0.9,0.698,0.7,1,1.7,0.3,0.2,0.4,0.5,1,3,15.9,0.689,0,0.478,9.7,15.2,12.4,4.9,1.2,5.4,18.1,15.4,0.6,0.3,1,0.125,-2.6,-0.2,-2.8,-0.1,1782621,"CHO",245,84
"282","Nickeil Alexander-Walker","alexani01","UTA","SG",23,65,21,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,10.5,0.475,0.497,0.16,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,-1.1,1.1,0.1,0.003,-1.8,-1.1,-2.9,-0.3,5009633,"UTA",205,77
"283","Nicolas Batum","batumni01","LAC","PF",33,59,54,24.8,3,6.6,0.463,1.8,4.6,0.4,1.2,2,0.607,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1,0.7,0.7,1.4,8.3,13.5,0.608,0.698,0.098,2.2,15.8,9.2,9.7,1.9,2.4,9,13.3,1.6,2.1,3.7,0.123,0.5,1.8,2.3,1.6,19700319,"LAC",230,80
"284","Nik Stauskas","stausni01","TOT","SG",28,8,0,4.9,0.6,1.8,0.357,0.5,1.3,0.4,0.1,0.5,0.25,0.5,0.8,0.667,0.1,0.3,0.4,0.3,0,0,0.1,0.1,2.3,10.5,0.541,0.714,0.429,3,5.7,4.4,7.3,0,0,5.7,20,0,0,0.1,0.078,-0.9,-2.7,-3.6,0,702311,"IND",207,78
"285","Nikola Jokić","jokicni01","DEN","C",26,74,74,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9,13.8,0.652,5.1,6.3,0.81,2.8,11,13.8,7.9,1.5,0.9,3.8,2.6,27.1,32.8,0.661,0.22,0.357,9.6,35.5,23,42.6,2.2,2.3,15.6,31.9,10.8,4.5,15.2,0.296,9.2,4.5,13.7,9.8,32478837,"DEN",284,83
"286","Nikola Vučević","vucevni01","CHI","C",31,73,73,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,1.3,1.7,0.76,1.9,9.1,11,3.2,1,1,1.9,2.5,17.6,18.2,0.533,0.287,0.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,2.2e+07,"CHI",260,82
"287","Norman Powell","powelno01","TOT","SG",28,45,41,32.4,6.2,13.4,0.461,2.4,5.6,0.419,3.8,7.8,0.491,4.2,5.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19,16.3,0.603,0.418,0.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,2.4,0.4,2.8,0.093,1.2,-1.5,-0.3,0.6,16758621,"LAC",215,75
"288","Obi Toppin","toppiob01","NYK","PF",23,72,10,17.1,3.5,6.6,0.531,0.7,2.3,0.308,2.8,4.2,0.655,1.3,1.7,0.758,1,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1,2.6,9.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2,1.2,5348280,"NYK",220,81
"289","OG Anunoby","anunoog01","TOR","SF",24,48,48,36,6.4,14.5,0.443,2.4,6.6,0.363,4,7.9,0.511,1.9,2.5,0.754,1.5,4,5.5,2.6,1.5,0.5,1.7,2.7,17.1,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11,2.1,1.4,9.7,20.5,1.8,1.9,3.7,0.104,0.4,0.1,0.5,1.1,17357143,"TOR",232,79
"290","Omer Yurtseven","yurtsom01","MIA","C",23,56,12,12.6,2.3,4.4,0.526,0,0.2,0.091,2.3,4.2,0.547,0.7,1.1,0.623,1.5,3.7,5.3,0.9,0.3,0.4,0.7,1.5,5.3,17.4,0.546,0.045,0.247,13.9,33,23.6,11,1.2,3,13,19.9,0.8,1.4,2.1,0.145,-1.4,0.4,-1,0.2,1752638,"MIA",275,83
"291","Onyeka Okongwu","okongon01","ATL","C",21,48,6,20.7,3.3,4.7,0.69,0,0,0,3.3,4.7,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,19.8,0.714,0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14,3.1,1.1,4.2,0.202,0,0.8,0.8,0.7,6395160,"ATL",240,80
"292","Oshae Brissett","brissos01","IND","SF",23,67,25,23.3,3.1,7.6,0.411,1.2,3.5,0.35,1.9,4,0.465,1.7,2.4,0.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1,12.9,0.53,0.468,0.324,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,1.4,0.9,2.2,0.069,-0.5,-1.7,-2.2,-0.1,1846738,"IND",210,79
"293","Otto Porter Jr.","porteot01","GSW","PF",28,63,15,22.2,3.1,6.6,0.464,1.3,3.4,0.37,1.8,3.2,0.565,0.8,1,0.803,1.4,4.4,5.7,1.5,1.1,0.5,0.6,1.3,8.2,15.9,0.581,0.519,0.147,6.9,21,14.2,9.6,2.4,2,7.7,15,2.2,2.7,4.9,0.168,1,2.1,3.1,1.8,6e+06,"TOR",198,80
"294","P.J. Tucker","tuckepj01","MIA","PF",36,71,70,27.9,2.9,6,0.484,1.1,2.7,0.415,1.8,3.3,0.54,0.6,0.9,0.738,1.4,4,5.5,2.1,0.8,0.2,0.9,2.3,7.6,11.3,0.593,0.451,0.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,2.4,2.6,5,0.121,-0.8,1.4,0.6,1.3,10490000,"PHI",245,77
"295","P.J. Washington","washipj01","CHO","C",23,65,28,27.2,3.8,8.2,0.47,1.7,4.6,0.365,2.2,3.6,0.606,0.9,1.2,0.716,1.3,3.9,5.2,2.3,0.9,0.9,1.3,2.3,10.3,13.6,0.588,0.566,0.152,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,1.8,1.6,3.4,0.091,-0.2,0.2,-0.1,0.9,5808435,"CHO",230,79
"296","Pascal Siakam","siakapa01","TOR","PF",27,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23,1.6,1.6,11.6,25.8,4.9,3.2,8.1,0.151,2.7,0.8,3.5,3.6,35448672,"TOR",230,80
"297","Pat Connaughton","connapa01","MIL","SF",29,65,19,26,3.5,7.6,0.458,2.2,5.7,0.395,1.2,1.9,0.643,0.7,0.8,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,13.4,0.62,0.746,0.109,2.9,14,8.6,6.6,1.7,0.9,6.3,14,2.8,1.6,4.4,0.125,0.8,0.3,1.2,1.4,5728395,"MIL",209,77
"298","Patrick Beverley","beverpa01","MIN","PG",33,58,54,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3,9.2,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,0.132,0.6,2.1,2.7,1.7,1.3e+07,"UTA",180,73
"299","Patrick Williams","willipa01","CHI","PF",20,17,9,24.8,3.2,6,0.529,0.9,1.7,0.517,2.3,4.3,0.534,1.8,2.4,0.732,1,3.1,4.1,0.9,0.5,0.5,0.9,1.6,9,12.7,0.637,0.284,0.402,4.6,13.8,9.2,4.8,1,1.8,11.8,14.2,0.6,0.3,0.9,0.099,-0.9,-0.7,-1.5,0,7775400,"CHI",215,79
"300","Patty Mills","millspa02","BRK","SG",33,81,48,29,4,9.8,0.408,2.8,7,0.4,1.2,2.8,0.429,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,10.4,0.563,0.715,0.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.9,0.9,2.8,0.058,-0.3,-1.4,-1.7,0.2,7073171,"BRK",180,72
"301","Paul George","georgpa01","LAC","PF",31,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3,1,15.2,33.7,-0.6,1.9,1.3,0.057,1.8,1.9,3.7,1.6,42492568,"LAC",220,80
"302","Paul Reed","reedpa01","PHI","C",22,38,2,7.9,1.4,2.5,0.563,0.1,0.2,0.25,1.4,2.3,0.591,0.2,0.4,0.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,21.4,0.568,0.083,0.146,16.6,17.4,17,8.3,5.5,4.2,8.9,16.7,0.6,0.7,1.3,0.212,-0.8,2.9,2.1,0.3,1782621,"PHI",210,81
"303","Payton Pritchard","pritcpa01","BOS","PG",24,71,2,14.1,2.3,5.3,0.429,1.4,3.5,0.412,0.8,1.8,0.461,0.3,0.3,1,0.5,1.4,1.9,2,0.4,0.1,0.6,0.9,6.2,15,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1,2239200,"BOS",195,73
"304","Precious Achiuwa","achiupr01","TOR","C",22,73,28,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,1.1,1.8,0.595,2,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2,-0.6,-2.6,-0.2,2840160,"TOR",225,80
"305","Quentin Grimes","grimequ01","NYK","SG",21,46,6,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1,0.5,0.3,0.4,0.684,0.5,1.5,2,1,0.7,0.2,0.6,1.6,6,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2,1.4,10.3,15.1,0.6,0.9,1.4,0.087,-1.2,0.9,-0.3,0.3,2277000,"NYK",210,76
"306","R.J. Hampton","hamptrj01","ORL","SG",20,64,14,21.9,2.7,7.1,0.383,1,2.9,0.35,1.7,4.3,0.405,1.2,1.8,0.641,0.4,2.7,3,2.5,0.7,0.2,1.4,1.6,7.6,8.5,0.481,0.4,0.256,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,-1.3,1.1,-0.2,-0.005,-4,-0.1,-4.1,-0.7,2412840,"ORL",175,76
"307","Raul Neto","netora01","WAS","PG",29,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0,1.1,1.5,7.5,12.4,0.538,0.272,0.245,1.1,9.6,5.4,22.9,2,0.2,13.9,18.4,0.7,0.8,1.5,0.053,-2.5,-0.5,-2.9,-0.4,2463490,"CLE",180,74
"308","Rayjon Tucker","tuckera01","TOT","SG",24,5,0,14.2,1.2,1.8,0.667,0.8,1,0.8,0.4,0.8,0.5,1,1.4,0.714,0.6,1,1.6,2,0.8,0,0.2,1,4.2,17.7,0.869,0.556,0.778,4.7,7.5,6.1,18.1,2.7,0,7.6,7.9,0.3,0.1,0.4,0.243,2.3,1.2,3.5,0.1,1902133,"MIL",209,75
"309","Reggie Bullock","bullore01","DAL","SF",30,68,37,28,3,7.4,0.401,2.1,5.8,0.36,0.9,1.6,0.55,0.6,0.7,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,9.2,0.558,0.782,0.096,1.9,12.2,7,6.1,1.1,0.7,7.1,13.3,1.2,2,3.2,0.08,-1.5,0,-1.4,0.3,10012800,"DAL",205,78
"310","Reggie Jackson","jacksre01","LAC","SG",31,75,75,31.2,6.4,16.3,0.392,2.2,6.8,0.326,4.2,9.5,0.439,1.8,2.2,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1,16.8,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,-1.7,2,0.4,0.008,-1.4,-1.6,-3,-0.6,11215260,"LAC",208,74
"311","Richaun Holmes","holmeri01","SAC","C",28,45,37,23.9,4.4,6.7,0.66,0,0.1,0.4,4.4,6.6,0.664,1.6,2,0.778,2.1,5,7,1.1,0.4,0.9,1.2,2.8,10.4,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,2.4,0.9,3.2,0.145,-0.4,-0.1,-0.5,0.4,11215260,"SAC",235,82
"312","Ricky Rubio","rubiori01","CLE","PG",31,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.339,2.6,7,0.38,2.6,3,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,14,0.488,0.423,0.251,1.7,14.1,8,34.6,2.5,0.6,16.5,24.9,-0.1,1.4,1.3,0.064,-1,1.2,0.2,0.5,5853659,"CLE",190,74
"313","RJ Barrett","barrerj01","NYK","SF",21,70,70,34.5,7,17.1,0.408,2,5.8,0.342,5,11.3,0.442,4.1,5.8,0.714,0.9,4.9,5.8,3,0.6,0.2,2.2,2,20,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2,10900635,"NYK",214,78
"314","Robert Covington","covinro01","TOT","PF",31,71,42,27.3,2.9,7,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.8,1,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,12.4,0.572,0.681,0.139,3.3,18.9,11,6.8,2.6,4.4,12.4,13.5,0.8,2.4,3.2,0.08,-1.6,1.7,0.2,1.1,1.2e+07,"LAC",209,79
"315","Robert Williams","williro04","BOS","C",24,61,61,29.6,4.4,6,0.736,0,0,0,4.4,6,0.738,1.1,1.5,0.722,3.9,5.7,9.6,2,0.9,2.2,1,2.2,10,22.1,0.745,0.003,0.245,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,6,3.9,9.9,0.262,2.4,3.1,5.5,3.4,10700000,"BOS",237,80
"316","Robin Lopez","lopezro01","ORL","C",33,36,9,17,3.1,5.5,0.553,0.1,0.2,0.333,3,5.4,0.56,0.9,1.5,0.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,13.7,0.57,0.03,0.271,11.7,10,10.9,14.4,0.2,2.7,16.5,18.9,0.5,0.3,0.8,0.064,-2.4,-1.4,-3.8,-0.3,2905851,"CLE",281,84
"317","Romeo Langford","langfro01","TOT","SG",22,48,5,16.1,1.7,4,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1,4.5,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,0.3,1,1.3,0.082,-2.3,1,-1.4,0.1,5634257,"SAS",216,77
"318","Royce O'Neale","onealro01","UTA","SF",28,77,77,31.2,2.6,5.8,0.457,1.5,4,0.389,1.1,1.8,0.609,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1,2.4,7.4,10.3,0.608,0.689,0.126,3,13.4,8.4,10.5,1.8,1.2,14.4,9.9,2.7,2.8,5.5,0.109,-0.8,1.7,0.8,1.7,9200000,"BRK",226,77
"319","Rudy Gay","gayru01","UTA","PF",35,55,1,18.9,2.9,6.9,0.414,1.3,3.7,0.345,1.6,3.2,0.494,1.1,1.4,0.785,1,3.4,4.4,1,0.5,0.3,0.9,1.7,8.1,13,0.539,0.536,0.208,6,19.1,12.8,7.8,1.2,1.6,10.2,19.3,0.8,1.3,2.1,0.097,-0.7,-0.3,-1,0.3,6184500,"UTA",250,80
