"","name","player_id","team_2021","Position","Age","Game_played","Game_started","MP","FG","FGA","FGpct","X3P","X3PA","X3Ppct","X2P","X2PA","X2Ppct","FT","FTA","FTpct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TSpct","X3PAr","FTr","ORBpct","DRBpct","TRBpct","ASTpct","STLpct","BLKpct","TOVpct","USGpct","OWS","DWS","WS","WSper48","OBPM","DBPM","BPM","VORP","salary","team_2022","Weight","Height"
"320","Rudy Gobert","goberru01","UTA","C",29,66,66,32.1,5.5,7.7,0.713,0,0.1,0,5.5,7.6,0.718,4.6,6.7,0.69,3.7,11,14.7,1.1,0.7,2.1,1.8,2.7,15.6,24.7,0.732,0.008,0.864,12.9,36.3,25,5.1,1,5.7,14.5,16.9,7.3,4.3,11.7,0.264,2.9,1.7,4.6,3.6,38172414,"MIN",258,85
"321","Rui Hachimura","hachiru01","WAS","PF",23,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,14.9,0.579,0.323,0.173,3,15.6,9.4,7.9,1.2,0.8,7.4,20.9,0.9,0.6,1.4,0.073,0.2,-1.7,-1.4,0.1,6263188,"WAS",230,80
"322","Russell Westbrook","westbru01","LAL","PG",33,78,78,34.3,7,15.8,0.444,1,3.4,0.298,6,12.4,0.485,3.4,5.1,0.667,1.4,6,7.4,7.1,1,0.3,3.8,3,18.5,15,0.512,0.215,0.324,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,-0.6,2.3,1.7,0.03,-0.7,-0.9,-1.6,0.2,47063478,"LAL",200,75
"323","Saben Lee","leesa01","DET","PG",22,37,0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1,0.3,1,1.2,5.6,13.8,0.499,0.339,0.401,3.1,13,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,0.073,-1.9,1.5,-0.4,0.2,1752638,"DET",183,74
"324","Saddiq Bey","beysa01","DET","SF",22,82,82,33,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,14,0.529,0.537,0.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,2.4,1.6,4,0.071,0.9,-1.2,-0.3,1.2,2959080,"DET",215,79
"325","Sam Hauser","hausesa01","BOS","SF",24,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0,0,0,0.2,0.9,1.1,0.4,0,0.1,0.1,0.3,2.5,14.8,0.65,0.88,0,3.5,16,9.9,9.1,0.3,1.2,3.8,14.5,0.4,0.2,0.6,0.171,2.7,-0.3,2.3,0.2,1637966,"BOS",217,79
"326","Santi Aldama","aldamsa01","MEM","PF",21,32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,1.5,2.6,0.56,0.6,1,0.625,1,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,-0.1,0.4,0.3,0.044,-4.2,-1.5,-5.7,-0.3,2094240,"MEM",215,83
"327","Scottie Barnes","barnesc01","TOR","PF",20,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10,0.543,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,16.3,0.552,0.207,0.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19,3.7,2.9,6.6,0.122,0.5,0.4,0.9,1.9,7644600,"TOR",225,79
"328","Seth Curry","curryse01","TOT","SG",31,64,64,33.4,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15,13.7,0.615,0.506,0.127,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,0.095,0.3,-0.9,-0.6,0.8,8496653,"BRK",185,74
"329","Shai Gilgeous-Alexander","gilgesh01","OKC","PG",23,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,5.9,7.2,0.81,0.7,4.3,5,5.9,1.3,0.8,2.8,2.5,24.5,20.9,0.557,0.282,0.385,1.9,13,7.4,31.1,1.8,2.2,11.1,30.8,2.8,1.8,4.6,0.113,2.9,0.5,3.4,2.7,29750000,"OKC",180,78
"330","Shake Milton","miltosh01","PHI","SG",25,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,1.1,1.3,0.836,0.5,2,2.6,2.5,0.5,0.3,0.8,1.8,8.2,11.9,0.517,0.33,0.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1,1.7,0.069,-1.6,-0.6,-2.2,-0.1,1997718,"PHI",205,77
"331","Spencer Dinwiddie","dinwisp01","WAS","PG",28,67,51,29.6,4.6,11,0.416,1.7,4.9,0.339,2.9,6,0.479,2.9,3.8,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,2.2,13.7,15.1,0.543,0.449,0.343,2.6,13,7.8,25.7,1.1,0.6,10.9,21.4,2.7,1.4,4.1,0.098,0.8,-0.4,0.3,1.2,1.8e+07,"DAL",215,78
"332","Stanley Johnson","johnsst04","LAL","PF",25,48,27,22.8,2.4,5.2,0.466,0.7,2.2,0.314,1.8,3,0.575,1.1,1.5,0.716,0.7,2.5,3.2,1.7,0.9,0.3,0.7,2.3,6.7,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11,12.5,0.9,0.9,1.8,0.079,-2.8,0.1,-2.7,-0.2,2351521,"LAL",242,78
"333","Stephen Curry","curryst01","GSW","PG",33,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2,25.5,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1,13.2,30.8,4.6,3.4,8,0.173,5.4,0.4,5.8,4.4,48070014,"GSW",185,74
"334","Sterling Brown","brownst02","DAL","SG",26,49,3,12.8,1.2,3.2,0.381,0.6,1.9,0.304,0.6,1.3,0.492,0.3,0.3,0.933,0.5,2.5,3,0.7,0.3,0.1,0.5,1.1,3.3,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1,12.5,13.2,-0.1,0.9,0.8,0.061,-3.4,0.5,-2.9,-0.1,3e+06,"HOU",219,77
"335","Steven Adams","adamsst01","MEM","C",28,76,75,26.3,2.8,5.1,0.547,0,0,0,2.8,5,0.548,1.4,2.6,0.543,4.6,5.4,10,3.4,0.9,0.8,1.5,2,6.9,17.6,0.56,0.003,0.518,17.9,22,19.9,16.1,1.6,2.7,19.6,12,3.8,3,6.8,0.163,1,1,2,2,17926829,"MEM",265,83
"336","Svi Mykhailiuk","mykhasv01","TOR","SF",24,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1,4.6,9.6,0.509,0.573,0.158,2.9,11.5,7,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,0.052,-2.7,-0.2,-2.9,-0.2,1878720,"TOR",205,79
"337","T.J. McConnell","mccontj01","IND","PG",29,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2,8.5,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1,0.4,1.3,0.098,-0.4,1.4,0.9,0.5,8100000,"IND",190,73
"338","Talen Horton-Tucker","hortota01","LAL","SG",21,60,19,25.2,3.7,9,0.416,0.8,3,0.269,2.9,5.9,0.492,1.7,2.1,0.8,0.6,2.6,3.2,2.7,1,0.5,1.4,2.5,10,11,0.503,0.338,0.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,-0.2,1.2,1.1,0.033,-3.2,-0.2,-3.3,-0.5,10260000,"LAL",234,76
"339","Taurean Prince","princta02","MIN","PF",27,69,8,17.1,2.6,5.7,0.454,1.2,3.3,0.376,1.3,2.3,0.565,0.9,1.2,0.756,0.4,2.1,2.5,1,0.7,0.3,0.8,1.7,7.3,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17,1,1.2,2.2,0.09,-1,0,-0.9,0.3,7692308,"MIN",218,78
"340","Terance Mann","mannte01","LAC","SF",25,81,33,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6,0.535,1.6,2,0.78,1.3,4,5.2,2.6,0.7,0.3,1,2.2,10.8,13.4,0.572,0.301,0.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16,3.1,2.4,5.5,0.113,-0.8,0.2,-0.6,0.8,1930681,"LAC",215,77
"341","Terence Davis","daviste02","SAC","SG",24,30,11,17.9,3.8,8.9,0.423,1.6,5,0.329,2.1,3.9,0.542,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,14.6,0.543,0.558,0.165,2.2,17,9.5,11.9,2.2,1.8,10.3,25.6,0,0.5,0.5,0.044,-0.6,-0.4,-0.9,0.2,4e+06,"SAC",201,76
"342","Terrence Ross","rosste01","ORL","SG",30,63,0,23,3.5,8.8,0.397,1.2,4.2,0.292,2.3,4.6,0.493,1.8,2.1,0.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10,10,0.515,0.477,0.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,-0.5,0.9,0.3,0.011,-2.5,-1.1,-3.7,-0.6,11500000,"ORL",206,78
"343","Terry Rozier","roziete01","CHO","SG",27,73,73,33.7,7.1,16,0.444,3,8.1,0.374,4.1,7.9,0.516,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,17.6,0.566,0.508,0.151,2.4,11.3,6.8,19.7,1.8,1,7.2,23.2,4.3,1.6,5.9,0.115,2.4,-0.7,1.7,2.3,21486316,"CHO",190,73
"344","Terry Taylor","taylote01","IND","SG",22,33,7,21.6,4.1,6.7,0.614,0.4,1.2,0.316,3.7,5.5,0.676,1.1,1.5,0.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,1.8,9.6,19,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1,1,8.7,15.9,2.2,0.2,2.4,0.16,2.2,-2.7,-0.6,0.3,1563518,"IND",230,77
"345","Thanasis Antetokounmpo","antetth01","MIL","SF",29,48,6,9.9,1.5,2.7,0.547,0,0.3,0.143,1.4,2.4,0.596,0.6,1,0.63,0.8,1.3,2.1,0.5,0.3,0.3,0.5,1.4,3.6,12.5,0.577,0.109,0.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,0.4,0.5,0.9,0.095,-3.5,-0.1,-3.5,-0.2,1878720,"MIL",219,78
"346","Théo Maledon","maledth01","OKC","PG",20,51,7,17.8,2.3,6.2,0.375,0.9,2.9,0.293,1.5,3.3,0.449,1.5,2,0.79,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,1900000,"OKC",175,76
"347","Theo Pinson","pinsoth01","DAL","SF",26,19,0,7.8,0.7,2.1,0.359,0.5,1.6,0.333,0.2,0.5,0.444,0.5,0.5,1,0.1,1,1.1,0.9,0.3,0.1,0.3,0.6,2.5,11.9,0.553,0.769,0.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,0.2,0.2,0.4,0.122,-1.5,1,-0.5,0.1,1968175,"DAL",212,77
"348","Thomas Bryant","bryanth01","WAS","C",24,27,9,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,1.3,1.5,0.875,1,3,4,0.9,0.2,0.8,0.7,1.6,7.4,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,0.7,0.4,1.1,0.118,-0.4,-0.7,-1,0.1,2133278,"LAL",248,82
"349","Tim Hardaway Jr.","hardati02","DAL","SG",29,42,20,29.6,5,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,12.7,0.52,0.574,0.194,1.2,12.8,7,11.4,1.5,0.4,5.6,22,0.5,1.5,2,0.077,-0.4,0.2,-0.2,0.6,19602273,"DAL",205,77
"350","Tobias Harris","harrito02","PHI","PF",29,73,73,34.8,6.8,14,0.482,1.4,3.8,0.367,5.4,10.2,0.525,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,15.9,0.566,0.269,0.198,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,3,2.6,5.6,0.105,0.6,-0.6,0,1.3,37633050,"PHI",226,79
"351","Tony Bradley","bradlto01","CHI","C",24,55,7,10,1.3,2.2,0.585,0,0,0,1.3,2.2,0.585,0.3,0.5,0.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3,14.9,0.6,0,0.236,13.8,24.3,19.1,6.7,0.9,5.2,20,13.6,0.6,0.7,1.3,0.112,-2,0.2,-1.8,0,2036318,"CHI",248,82
"352","Torrey Craig","craigto01","TOT","SF",31,78,16,20.5,2.6,5.7,0.454,1,3,0.329,1.6,2.7,0.594,0.5,0.7,0.75,1.1,2.9,4,1.2,0.6,0.5,0.9,1.9,6.6,11,0.556,0.531,0.118,5.9,15.4,10.7,7.6,1.4,2,12.6,14.3,0.9,1.4,2.3,0.07,-1.7,-0.1,-1.8,0.1,5121951,"PHO",221,79
"353","Trae Young","youngtr01","ATL","PG",23,76,76,34.9,9.4,20.3,0.46,3.1,8,0.382,6.3,12.3,0.512,6.6,7.3,0.904,0.7,3.1,3.7,9.7,0.9,0.1,4,1.7,28.4,25.4,0.603,0.395,0.358,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,9,1,10,0.181,7.1,-2,5.2,4.8,29750000,"ATL",164,73
"354","Tre Jones","jonestr01","SAS","PG",22,69,11,16.6,2.4,4.9,0.49,0.1,0.7,0.196,2.3,4.2,0.542,1,1.3,0.78,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,6,15,0.545,0.15,0.268,2.6,11.6,7.1,27,1.8,0.5,10.8,15.6,1.9,0.9,2.9,0.121,-0.9,0.4,-0.5,0.4,1782621,"SAS",185,73
"355","Tre Mann","manntr01","OKC","PG",20,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22,-1,1,0.1,0.002,-3.3,-1.1,-4.4,-0.8,3046200,"OKC",178,75
"356","Trendon Watford","watfotr01","POR","SF",21,48,10,18.1,3,5.6,0.532,0.2,0.8,0.237,2.8,4.8,0.581,1.5,2,0.755,1.2,3,4.1,1.7,0.5,0.6,0.9,2.4,7.6,15.8,0.59,0.142,0.352,7,18.6,12.6,14.6,1.4,3.2,12.5,17.6,1.4,0.5,1.9,0.104,-1.4,-0.4,-1.7,0.1,1563518,"POR",237,80
"357","Trevelin Queen","queentr01","HOU","SG",24,10,0,7.4,1.5,3.3,0.455,0.9,2.4,0.375,0.6,0.9,0.667,0.4,0.4,1,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,0.1,0.1,0.1,0.08,2.7,-0.8,1.9,0.1,1637966,"PHI",190,78
"358","Trey Burke","burketr01","DAL","PG",29,42,0,10.5,2,5.1,0.391,0.6,2,0.317,1.4,3.2,0.436,0.5,0.5,0.87,0.1,0.7,0.8,1.4,0.3,0,0.6,0.9,5.1,10,0.475,0.381,0.107,1,7.3,4.2,20.7,1.4,0,10.4,25.6,-0.4,0.4,0,0.003,-3.6,-1.4,-5,-0.3,3300000,"HOU",185,72
"359","Trey Lyles","lylestr01","TOT","PF",26,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1,1.6,10.5,16.4,0.588,0.372,0.432,6,21.2,13.4,9,0.9,1.9,9.8,20.7,2.4,1.2,3.5,0.111,0.5,-0.8,-0.3,0.7,2625000,"SAC",234,81
"360","Trey Murphy III","murphtr02","NOP","SF",21,62,1,13.9,1.8,4.5,0.394,1.1,3,0.382,0.6,1.5,0.418,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1,5.4,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,0.104,0.2,-1.4,-1.2,0.2,3206640,"NOP",206,80
"361","Troy Brown Jr.","browntr01","CHI","SF",22,66,7,16,1.6,3.9,0.419,0.7,2,0.353,0.9,1.9,0.488,0.3,0.4,0.769,0.6,2.5,3.1,1,0.5,0.1,0.4,0.9,4.3,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,0.5,0.9,1.4,0.065,-1.7,-0.2,-1.8,0.1,1968175,"LAL",215,78
"362","Ty Jerome","jeromty01","OKC","SG",24,48,4,16.7,2.6,6.8,0.378,1.1,3.9,0.29,1.5,3,0.493,0.8,1,0.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1,11.3,0.488,0.567,0.143,2.4,7.7,5,21.3,1.8,0.6,9.6,20.8,0,0.5,0.5,0.032,-2.2,-0.2,-2.3,-0.1,4220057,"OKC",195,77
"363","Tyler Herro","herroty01","MIA","SG",22,66,10,32.6,7.6,17,0.447,2.7,6.7,0.399,4.9,10.3,0.477,2.9,3.3,0.868,0.5,4.5,5,4,0.7,0.1,2.6,1.4,20.7,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1,0.4,12.5,28.8,1.3,2.4,3.8,0.084,1.6,-0.9,0.7,1.5,5722116,"MIA",195,77
"364","Tyrell Terry","terryty01","MEM","PG",21,2,0,1.5,0.5,0.5,1,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0.5,1,20,1,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0.222,-3.4,2.5,-1,0,1782621,"DAL",160,74
"365","Tyrese Haliburton","halibty01","TOT","PG",21,77,77,35,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,2.1,2.5,0.842,0.8,3.2,4,8.2,1.7,0.6,2.6,1.6,15.3,18.2,0.595,0.428,0.209,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19,5.2,1.8,7,0.125,2.7,-0.1,2.6,3.1,4215120,"IND",185,77
"366","Tyrese Maxey","maxeyty01","PHI","PG",21,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1,1.1,7.4,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8,2726880,"PHI",200,74
"367","Tyus Jones","jonesty01","MEM","PG",25,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0,0.6,0.4,8.7,16.5,0.544,0.371,0.12,1.1,11,5.9,28.2,2,0.1,7.3,16.6,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,1.5e+07,"MEM",196,72
"368","Udoka Azubuike","azubuud01","UTA","C",22,17,6,11.5,2.2,2.9,0.755,0,0,0,2.2,2.9,0.755,0.4,0.6,0.545,1.1,3.1,4.2,0,0.1,0.6,0.7,1.5,4.7,17.6,0.743,0,0.224,10.5,28.8,19.9,0,0.3,5,18.2,14.7,0.3,0.3,0.6,0.157,-1.8,0.4,-1.4,0,2174880,"UTA",270,84
"369","Usman Garuba","garubus01","HOU","PF",19,24,2,10,0.8,1.8,0.432,0.2,0.8,0.25,0.6,1,0.583,0.2,0.3,0.714,0.9,2.6,3.5,0.7,0.4,0.5,0.3,1.2,2,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2,4.1,11.3,9.4,0.2,0.3,0.5,0.105,-1.8,0.9,-0.9,0.1,2471160,"HOU",229,80
"370","Vernon Carey Jr.","careyve01","WAS","C",20,7,1,6.3,1,1.9,0.538,0,0,0,1,1.9,0.538,0.9,1.9,0.462,1.1,0.6,1.7,0,0.3,0.1,0.4,0.6,2.9,15.8,0.534,0,1,19.9,9.8,14.8,0,2.2,1.9,13.8,21.6,0,0,0.1,0.068,-3,-4.5,-7.5,-0.1,1782621,"WAS",270,81
"371","Victor Oladipo","oladivi01","MIA","SG",29,8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2,1.6,12.4,16.8,0.608,0.493,0.26,2,12.9,7.5,26.3,1.4,0.6,16.4,25.1,0.2,0.2,0.4,0.124,1.8,-0.5,1.3,0.1,8563846,"MIA",213,76
"372","Vit Krejci","krejcvi01","OKC","SG",21,30,8,23,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1,2.2,6.2,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,0.042,-4.3,-1,-5.3,-0.6,1563518,"OKC",195,80
"373","Vlatko Čančar","cancavl01","DEN","PF",24,15,1,11.7,1.5,2.7,0.561,0.5,0.8,0.583,1.1,1.9,0.552,0.6,0.9,0.643,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,4.1,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16,14,0.3,0.1,0.4,0.114,-0.9,-0.9,-1.7,0,2098765,"DEN",236,80
"374","Wendell Carter Jr.","cartewe01","ORL","PF",22,62,61,29.9,5.8,11,0.525,1.1,3.5,0.327,4.7,7.6,0.615,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15,18.4,0.601,0.313,0.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,2.6,2.4,5,0.129,1,0.6,1.6,1.7,14150000,"ORL",270,82
"375","Wenyen Gabriel","gabriwe01","TOT","PF",24,26,5,13.8,2.1,4.2,0.491,0.3,1.1,0.286,1.8,3.2,0.561,1,1.6,0.595,1.5,2.2,3.7,0.5,0.2,0.4,0.6,2.6,5.4,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,0.4,0.3,0.7,0.09,-3.7,-2.1,-5.9,-0.4,1878720,"LAL",205,81
"376","Wesley Matthews","matthwe02","MIL","SG",35,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,0.056,-3,-0.3,-3.3,-0.3,2905851,"MIL",220,76
"377","Will Barton","bartowi01","DEN","SG",31,71,71,32.1,5.5,12.6,0.438,2.2,6.1,0.365,3.3,6.6,0.504,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,1.2,1.9,3.2,0.067,0.4,-0.9,-0.5,0.9,14375000,"WAS",181,77
"378","Willy Hernangómez","hernawi01","NOP","C",27,50,8,16.8,3.4,6.5,0.52,0.1,0.2,0.333,3.3,6.3,0.527,2.2,2.8,0.773,2.9,3.9,6.8,1.3,0.4,0.4,1,1.9,9.1,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,2.2,0.9,3.2,0.18,1.8,-1.5,0.2,0.5,2443581,"NOP",250,83
"379","Xavier Moon","moonxa01","LAC","SG",27,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2,3.7,0.541,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,16.2,0.545,0.275,0.098,1.6,9,5.4,27,2.5,1.9,10.1,19,0.2,0.2,0.3,0.121,-1.1,1,-0.1,0.1,1637966,"LAC",165,74
"380","Xavier Tillman Sr.","tillmxa01","MEM","PF",23,53,2,13.2,1.8,4.1,0.454,0.2,0.9,0.204,1.7,3.2,0.527,0.9,1.3,0.648,1.2,1.8,3,1.2,0.9,0.3,0.6,1.2,4.8,15.1,0.51,0.227,0.329,9.6,14.5,12,11.6,3.3,1.9,12.1,16.4,0.6,1.2,1.8,0.121,-1.1,1.8,0.7,0.5,1782621,"MEM",245,80
"381","Zach Collins","colliza01","SAS","C",24,28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,16.4,0.594,0.265,0.419,9.5,22.5,16,16.3,1.2,3.8,19.7,19.2,0.6,0.7,1.2,0.118,-1.2,1,-0.2,0.2,7350000,"SAS",250,83
"382","Zach LaVine","lavinza01","CHI","SG",26,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,20,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,4.5,1.3,5.8,0.12,3.9,-1.5,2.4,2.6,37096500,"CHI",200,77
"383","Zeke Nnaji","nnajize01","DEN","PF",21,41,1,17,2.3,4.5,0.516,0.9,2,0.463,1.4,2.6,0.557,1,1.6,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,13.5,0.629,0.43,0.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,1.2,0.6,1.8,0.123,-0.7,-1.6,-2.2,0,2617800,"DEN",240,81
"384","Ziaire Williams","willizi02","MEM","SF",20,62,31,21.7,3.1,6.8,0.45,1.2,3.9,0.314,1.9,2.9,0.632,0.7,0.9,0.782,0.4,1.7,2.1,1,0.6,0.2,0.7,1.8,8.1,9.7,0.559,0.571,0.13,2,8.2,5,6.3,1.2,0.8,8.4,14.9,1.1,1.1,2.2,0.08,-2.4,-0.6,-3,-0.3,4591920,"MEM",185,81
